

# canal 1


# canal 2


# canal 3


# canal 4
1 4.250000 0.433013 'eo2d152v47'
2 3.750000 0.433013 'f+o2d104v42'
3 3.500000 -0.000000 'f+o2d139v43'
4 3.750000 -0.433013 'fo1d180v60'
5 4.250000 -0.433013 'ed114v69'
6 4.500000 0.000000 'ed127v80'
7 4.500000 0.866025 'c+o2d116v54'
8 4.250000 1.299038 'dd180v48'
9 3.750000 1.299038 'ed99v43'
10 3.500000 0.866025 'c+d102v47'
11 5.000000 0.000000 'eo2d110v59'
12 4.500000 -0.866025 'e-o2d146'
13 3.500000 -0.866025 'fo2d110v52'
14 3.750000 -1.299038 'go2d129v46'
15 4.250000 -1.299038 'ao2d170v69'
16 3.000000 -0.866026 'b-o1d147v40'
17 3.000000 0.866025 'c+o2d103v45'
18 3.500000 1.732051 'a-o2d161v66'
19 3.000000 1.732051 'c+d132v72'
20 2.750000 1.299038 'c+d169v56'
21 4.500000 1.732051 'f+o1d133v43'
22 4.250000 2.165063 'ed104v58'
23 3.750000 2.165063 'f+d155v79'
24 3.750000 3.031089 'cd109v44'
25 3.500000 2.598076 'f+o1d119v69'
26 3.500000 3.464101 'fo1d136v47'
27 2.750000 3.897114 'f+o1d145v51'
28 3.000000 3.464101 'go1d172'
29 2.000000 4.330126 'go2d142v67'
30 2.250000 3.897114 'f+o2d117v70'
31 1.250000 4.763139 'do2d99v44'
32 1.500000 4.330126 'go2d109v75'
33 0.750000 4.763139 'do2d188v80'
34 -0.250000 4.763138 'dd129v79'
35 0.000000 4.330126 'fd132v64'
36 0.500000 4.330126 'do2d142v75'
37 -0.750000 4.763138 'cd139v47'
38 -1.500000 4.330125 'c+d123v49'
39 -1.000000 4.330125 'f+d102v51'
40 -2.500000 4.330125 'ao1d167v62'
41 -2.250000 3.897112 'dd154v47'
42 -1.750000 3.897112 'b-d148v61'
43 -3.000000 3.464099 'gd154v60'
44 -2.499999 3.464099 'a-o1d106v76'
45 -3.750000 3.031086 'eo2d182v78'
46 -3.249999 3.031086 'f+o1d114v66'
47 -3.999999 2.598073 'a-o2d103v53'
48 -4.500000 1.732048 'fo1d140v44'
49 -3.999999 1.732048 'fd156v49'
50 -3.750000 2.165061 'eo2d150v73'
51 -4.750000 1.299035 'do2d100v66'
52 -4.750000 0.433010 'b-o1d133v50'
53 -4.500000 0.866022 'a-d175v73'
54 -4.750000 -0.433016 'a-o1d128v60'
55 -4.500000 -0.000003 'b-d159v42'
56 -4.750000 -1.299041 'ao2d126v51'
57 -4.500000 -0.866028 'gd163v74'
58 -4.500000 -1.732054 'f+o2d125v68'
59 -3.999999 -2.598079 'ao1d146v54'
60 -3.750000 -2.165066 'fo2d119v75'
61 -4.000000 -1.732054 'f+d117v55'
62 -3.750000 -3.031092 'go1d156v69'
63 -3.000000 -3.464104 'gd161v47'
64 -3.250000 -3.031091 'f+o1d175v52'
65 -2.250000 -3.897117 'b-o1d140v79'
66 -2.500000 -3.464104 'ad115v74'
67 -1.499999 -4.330129 'b-o2d107v79'
68 -1.749999 -3.897116 'b-o1d168v41'
69 -0.749999 -4.763142 'dd172v73'
70 -0.999999 -4.330129 'fd131v74'
71 -0.249999 -4.763142 'fd145v43'
72 0.750001 -4.763142 'go2d181v45'
73 0.500001 -4.330129 'dd134v50'
74 0.000001 -4.330129 'b-o2d186'
75 1.250001 -4.763142 'cd143v41'
76 2.000001 -4.330129 'ao2d104v43'
77 1.500001 -4.330129 'fd137v72'
78 2.750001 -3.897116 'cd123v72'
79 2.250001 -3.897116 'dd132v59'
80 3.500001 -3.464104 'eo1d191v48'
81 3.000001 -3.464104 'eo1d160v64'
82 3.750001 -3.031091 'bo2d185v56'
83 4.250001 -2.165066 'a-o1d147v70'
84 3.750001 -2.165066 'c+o2d115v66'
85 3.500001 -2.598079 'bo1d134v45'
86 4.500001 -1.732054 'ad160v68'
87 3.500001 -1.732054 'b-o1d145v54'
88 2.750001 -1.299041 'eo2d124v50'
89 3.000001 -1.732054 'cd159v70'
90 2.250001 -2.165067 'b-o2d151v66'
91 2.750001 -2.165067 'a-d180v54'
92 1.500001 -2.598080 'b-d104v41'
93 2.000001 -2.598080 'dd183v48'
94 0.750001 -3.031092 'c+d114v51'
95 1.250001 -3.031092 'fo1d166v68'
96 -0.249999 -3.031093 'e-d180v59'
97 0.000001 -3.464105 'fo1d143v56'
98 0.500001 -3.464105 'e-d148v72'
99 -0.749999 -3.031093 'cd154v77'
100 -1.499999 -2.598080 'fo2d166v56'
101 -2.499999 -1.732055 'bo1d133v70'
102 -2.249999 -2.165068 'gd176v58'
103 -2.999999 -0.866030 'go1d103v75'
104 -3.249999 -1.299043 'co2d98v49'
105 -2.999999 -1.732055 'eo2d163v45'
106 -3.249999 -0.433017 'do2d127v46'
107 -2.999999 0.866021 'go1d112v43'
108 -3.249999 0.433008 'ed166v40'
109 -2.499999 1.732046 'cd168v78'
110 -2.999999 1.732046 'e-d177v55'
111 -3.249999 1.299033 'b-o2d117v71'
112 -2.249999 2.165059 'c+d105v45'
113 -1.749999 3.031084 'eo2d184v74'
114 -2.249999 3.031084 'ed160v76'
115 -2.499999 2.598071 'b-o1d184v61'
116 -0.749999 3.031084 'fd187v59'
117 -0.999999 3.464097 'go1d183v62'
118 -1.499999 3.464097 'ad108v71'
119 -0.249999 3.031084 'gd113v56'
120 0.750001 3.031084 'go1d134v53'
121 0.500001 3.464097 'fo1d189v48'
122 0.000001 3.464097 'f+d188v64'
123 1.250001 3.031084 'do2d111v72'
124 2.250001 2.165059 'fo2d177v47'
125 2.000001 2.598072 'e-o2d151v75'
126 2.750002 2.165059 'go2d101v80'
127 3.000002 2.598072 'ao1d176v53'
128 2.750002 3.031085 'b-d108v66'
129 2.000002 3.464097 'fd189v79'
130 2.250002 3.031084 'b-o2d142v69'
131 1.250002 3.897110 'co2d122v79'
132 1.500002 3.464097 'a-d159v48'
133 0.750002 3.897109 'f+o1d138v43'
134 -0.249998 3.897109 'f+d135v71'
135 -0.749998 3.897109 'e-o2d151v49'
136 -2.999999 2.598071 'dd98v71'
137 -3.249998 2.165059 'e-o2d117v51'
138 -3.749999 1.299033 'a-o1d113v58'
139 -3.999998 0.866020 'fd113v65'
140 -3.999998 -0.000005 'a-o1d109v64'
141 -3.749999 0.433007 'ao2d172v43'
142 -3.999998 -0.866031 'eo2d192v54'
